embed_name	status	target
snail-bob-7.html	OK	https://ubg98.github.io/SnailBob7/
snail-bob-8.html	OK	https://ubg98.github.io/SnailBob8/
snail-bob.html	OK	https://ubg98.github.io/SnailBob/
snakeio.html	OK	https://jasongamesdev.github.io/snake.io/
sniper-rifle-shooting.html	OK	https://jasongamesdev.github.io/sniper-rifle-shooting/
snow-rider-3d.html	OK	https://jasongamesdev.github.io/snow-rider3d/
snow-rider3d.html	OK	https://jasongamesdev.github.io/snow-rider3d/
snowballio.html	OK	https://jasongamesdev.github.io/snowball.io/
soccer-bros.html	OK	https://jasongamesdev.github.io/soccer-bros/
soccer-legends.html	OK	https://jasongamesdev.github.io/soccer-legends/
space-waves.html	OK	https://jasongamesdev.github.io/space-waves/
spacebar-clicker.html	OK	https://jasongamesdev.github.io/spacebar-clicker/
speed-stars.html	OK	https://jasongamesdev.github.io/speed-stars/
spider-solitaire.html	OK	https://spidersolitaireunblocked.github.io/
sprinter.html	OK	https://jasongamesdev.github.io/sprinter/
sprunki-1999.html	OK	https://jasongamesdev.github.io/sprunki-1999/
sprunki-2004.html	OK	https://jasongamesdev.github.io/sprunki-2004/
sprunki-cendi.html	OK	https://jasongamesdev.github.io/sprunki-cendi/
sprunki-clicker.html	OK	https://jasongamesdev.github.io/sprunki-clicker/
sprunki-corruption.html	OK	https://jasongamesdev.github.io/sprunki-corruption/
sprunki-italian-brainrot.html	OK	https://jasongamesdev.github.io/sprunki-italian-brainrot/
sprunki-ketchup.html	OK	https://jasongamesdev.github.io/sprunki-ketchup/
sprunki-phase-21.html	OK	https://jasongamesdev.github.io/sprunki-phase-21/
sprunki-swap-retextured.html	OK	https://jasongamesdev.github.io/sprunki-swap-retextured/
sprunki-the-trevor-mod.html	OK	https://jasongamesdev.github.io/sprunki-the-trevor-mod/
sprunki-warm.html	OK	https://jasongamesdev.github.io/sprunki-warm/
squid-game-3d.html	OK	https://jasongamesdev.github.io/squidgame3d/
squidgame3d.html	OK	https://jasongamesdev.github.io/squidgame3d/
stick-merge-2.html	OK	https://ubg98.github.io/StickMerge2/
stick-merge.html	OK	https://ubg98.github.io/StickMerge/
stickman-archero-fight.html	OK	https://jasongamesdev.github.io/stickman-archero-fight/
stickman-dragon-fight.html	OK	https://ubgwtf.gitlab.io/stickman-dragon-fight/
stickman-fighter-2.html	OK	https://ubgwtf.gitlab.io/stickman-fighter-epic-battle-2/
stickman-fighter-epic-battles.html	OK	https://stickmanfightergame.github.io/
stickman-fighter.html	OK	https://ubgwtf.gitlab.io/stickman-fighter-epic-battle-2/
stickman-hook.html	OK	https://jasongamesdev.github.io/stickman-hook/
street-basketball.html	OK	https://ubgwtf.gitlab.io/street-basketball-1/
street-football-game.html	OK	https://jasongamesdev.github.io/strite-football-game/
strite-football-game.html	OK	https://jasongamesdev.github.io/strite-football-game/
stunt-biker-3d.html	OK	https://ubgwtf.gitlab.io/stunt-biker-3d/
stunt-cars-pro.html	OK	https://cmug.gitlab.io/stunt-cars-pro/
subway-clash-3d.html	OK	https://ubgwtf.gitlab.io/subway-clash-3d/
subway-surfers.html	OK	https://jasongamesdev.github.io/subway-surfers/
super-bike-the-champion.html	OK	https://ubgwtf.gitlab.io/super-bike-the-champion/
super-liquid-soccer.html	OK	https://ubg98.github.io/SuperLiquidSoccer/
super-mario-64.html	OK	https://jasongamesdev.github.io/super-mario-64/
super-mario-wonder.html	OK	https://ubg98.github.io/SuperMarioWonder/
super-mx-the-champion.html	OK	https://ubgwtf.gitlab.io/super-mx-the-champion/
super-star-car.html	OK	https://htmlxm.github.io/h3/super-star-car/
survival-race.html	OK	https://jasongamesdev.github.io/survival-race/
swingo.html	OK	https://jasongamesdev.github.io/swingo/
tag.html	OK	https://jasongamesdev.github.io/tag/
tall-man-run.html	OK	https://jasongamesdev.github.io/tall-man-run/
tank-trouble.html	OK	https://jasongamesdev.github.io/tank-trouble/
tanuki-sunset.html	OK	https://jasongamesdev.github.io/tanuki-sunset/
tap-road.html	OK	https://jasongamesdev.github.io/tap-road/
tap-tap-shots.html	OK	https://jasongamesdev.github.io/tap-tap-shots/
temple-run-2.html	OK	https://jasongamesdev.github.io/temple-run-2/
temple-run.html	OK	https://jasongamesdev.github.io/temple-run/
the-bin-sorting-game.html	OK	https://coolubg2.github.io/coolubg-list/bin-game/
they-are-coming.html	OK	https://jasongamesdev.github.io/they-are-coming/
thorn-and-balloons.html	OK	https://jasongamesdev.github.io/thorn-and-balloons/
thumb-fighter-christmas.html	OK	https://ubgwtf.gitlab.io/thumb-fighter-christmas/
tic-tac-toe.html	OK	https://jasongamesdev.github.io/Tic-Tac-Toe/
time-shooter-2.html	OK	https://jasongamesdev.github.io/time-shooter-2/
time-shooter-3.html	OK	https://jasongamesdev.github.io/time-shooter-3/
tiny-fishing.html	OK	https://jasongamesdev.github.io/tiny-fishing/
toca-boca.html	OK	https://jasongamesdev.github.io/toca-boca/
tomb-of-the-mask.html	OK	https://jasongamesdev.github.io/tomb-of-the-mask/
tomb-of-the-masks.html	OK	https://jasongamesdev.github.io/tomb-of-the-masks/
tower-crash-3d.html	OK	https://ubg98.github.io/TowerCrash3D/
townscaper.html	OK	https://jasongamesdev.github.io/townscaper/
toy-defense.html	OK	https://toydefense.github.io/
traffic-control.html	OK	https://ubg98.github.io/TrafficControl/
traffic-jam-3d.html	OK	https://jasongamesdev.github.io/traffic-jam-3d/
traffic-rider.html	OK	https://jasongamesdev.github.io/traffic-rider/
traffic-rush.html	OK	https://jasongamesdev.github.io/traffic-rush/
traffic-tom.html	OK	https://traffictom.github.io/
tri-peaks-solitaire.html	OK	https://tripeakssolitaire.github.io/
truck-trials.html	OK	https://trucktrials.github.io/
tunnel-rush-2.html	OK	https://ubg98.github.io/TunnelRush2/
tunnel-rush.html	OK	https://jasongamesdev.github.io/tunnel-rush/
turn-turn.html	OK	https://ubg98.github.io/TurnTurn/
unicycle-hero.html	OK	https://jasongamesdev.github.io/unicycle-hero/
uno-online.html	OK	https://jasongamesdev.github.io/uno-online/
vex-3.html	OK	https://jasongamesdev.github.io/vex-3/
vex-4.html	OK	https://jasongamesdev.github.io/vex4/
vex-5.html	OK	https://jasongamesdev.github.io/vex5/
